rel way node lat lon
relation 95809105 1110415061 51.6378928 -0.5436752
relation 95809105 1110414891 51.6372886 -0.5438311
relation 95809105 1110415253 51.6367068 -0.5438488
relation 95809105 1110415072 51.6355312 -0.5438474
relation 95809105 1970158340 51.6354300 -0.5438340
relation 95809105 1970194180 51.6349307 -0.5437678
relation 95809105 1110414993 51.6340948 -0.5436570
relation 95809105 1110414979 51.6338484 -0.5445689
relation 95809105 1110415046 51.6329161 -0.5441398
relation 95809105 1110414863 51.6331292 -0.5431259
relation 95809105 1110415070 51.6338717 -0.5434853
-- http://www.openstreetmap.org/way/101154182 Fashion and Textile Museum
relation 101154182 1167771501 51.5012536 -0.0819403
relation 101154182 1167771396 51.5013074 -0.0814841
relation 101154182 1167771365 51.5012999 -0.0814594
relation 101154182 1167771475 51.5010869 -0.0813945
relation 101154182 1167771345 51.5010305 -0.0818725
relation 101154182 1167771501 51.5012536 -0.0819403
-- http://www.openstreetmap.org/way/103107384 (http://www.openstreetmap.org/relation/relation)
relation 103107384 1190640695 51.5483970 -0.1772441
relation 103107384 1190640697 51.5484022 -0.1775329
relation 103107384 1190640700 51.5482252 -0.1775413
relation 103107384 1190640702 51.5482200 -0.1772525
relation 103107384 1190640695 51.5483970 -0.1772441
-- http://www.openstreetmap.org/way/103143319 Firepower Artillery Museum
relation 103143319 1190939731 51.4937305 0.0700914
relation 103143319 1190939718 51.4935652 0.0708773
relation 103143319 1190939728 51.4940762 0.0711402
relation 103143319 1190939714 51.4940896 0.0710812
relation 103143319 1190939716 51.4941547 0.0711160
relation 103143319 1190939712 51.4943000 0.0704187
relation 103143319 1190939731 51.4937305 0.0700914
-- http://www.openstreetmap.org/way/104081033 Benjamin Franklin House
relation 104081033 1201169782 51.5075613 -0.1250086
relation 104081033 1201169498 51.5076321 -0.1249138
relation 104081033 1201169593 51.5076178 -0.1248864
relation 104081033 1539480673 51.5076584 -0.1248209
relation 104081033 1539480474 51.5076785 -0.1248525
relation 104081033 1201169455 51.5076962 -0.1248215
relation 104081033 1201169560 51.5076622 -0.1247539
relation 104081033 1201169846 51.5076111 -0.1248184
relation 104081033 1201169621 51.5075919 -0.1248442
relation 104081033 1201169706 51.5075256 -0.1249438
relation 104081033 1201169759 51.5075534 -0.1249942
relation 104081033 1201169782 51.5075613 -0.1250086
-- http://www.openstreetmap.org/way/107807460 Geffrye Museum
relation 107807460 1238338534 51.5316690 -0.0761629
relation 107807460 1238338535 51.5316690 -0.0761336
relation 107807460 1238338536 51.5317072 -0.0761347
relation 107807460 1238338537 51.5317169 -0.0761191
relation 107807460 1238338538 51.5317280 -0.0761124
relation 107807460 1238338539 51.5317426 -0.0761113
relation 107807460 1238338540 51.5317523 -0.0761135
relation 107807460 1238338541 51.5317593 -0.0761247
relation 107807460 1238338542 51.5317635 -0.0761325
relation 107807460 1238338543 51.5318135 -0.0761336
relation 107807460 1238338544 51.5318135 -0.0761657
relation 107807460 648861116 51.5321674 -0.0761725
relation 107807460 1238338493 51.5321682 -0.0762443
relation 107807460 648861117 51.5321674 -0.0762695
relation 107807460 648861118 51.5313008 -0.0762552
relation 107807460 1238338466 51.5313010 -0.0762305
relation 107807460 1238338465 51.5313011 -0.0762195
relation 107807460 648861119 51.5313015 -0.0761559
relation 107807460 1238338464 51.5313177 -0.0761562
relation 107807460 1238338531 51.5313850 -0.0761575
relation 107807460 1238338545 51.5314079 -0.0761579
relation 107807460 1238338534 51.5316690 -0.0761629
-- http://www.openstreetmap.org/way/110388485 Fenton House
relation 110388485 1260732596 51.5589593 -0.1797867
relation 110388485 1260732606 51.5589517 -0.1795632
relation 110388485 1260732608 51.5589078 -0.1795671
relation 110388485 1260732609 51.5589084 -0.1795825
relation 110388485 1260776776 51.5588875 -0.1795843
relation 110388485 1260732612 51.5588625 -0.1795865
relation 110388485 1260732614 51.5588620 -0.1795700
relation 110388485 1260732615 51.5588174 -0.1795739
relation 110388485 1260732617 51.5588251 -0.1797986
relation 110388485 1260732620 51.5588340 -0.1797978
relation 110388485 1260732632 51.5588783 -0.1797939
relation 110388485 1260732633 51.5588794 -0.1798279
relation 110388485 1260732634 51.5589087 -0.1798253
relation 110388485 1260732635 51.5589076 -0.1797913
relation 110388485 1260732596 51.5589593 -0.1797867
-- http://www.openstreetmap.org/way/115554282 Markfield Beam Engine & Museum
relation 115554282 1305157762 51.5818394 -0.0617759
relation 115554282 1305157754 51.5820378 -0.0616219
relation 115554282 1305157750 51.5819773 -0.0613524
relation 115554282 1334537230 51.5818551 -0.0614311
relation 115554282 1334537154 51.5818210 -0.0613081
relation 115554282 1334537218 51.5817394 -0.0613736
relation 115554282 1334537124 51.5817315 -0.0613792
relation 115554282 1334537242 51.5817626 -0.0614935
relation 115554282 1305157762 51.5818394 -0.0617759
-- http://www.openstreetmap.org/way/115594423 Leighton House Museum
relation 115594423 1305563265 51.4985304 -0.2031271
relation 115594423 1305563266 51.4985683 -0.2030183
relation 115594423 1305563267 51.4985832 -0.2030317
relation 115594423 1305563268 51.4986361 -0.2028798
relation 115594423 1305563275 51.4987035 -0.2029404
relation 115594423 1305563277 51.4986879 -0.2029852
relation 115594423 1305563279 51.4987550 -0.2030455
relation 115594423 1305563280 51.4987473 -0.2030676
relation 115594423 1305563281 51.4987628 -0.2030816
relation 115594423 1305563282 51.4987483 -0.2031232
relation 115594423 1305563283 51.4987365 -0.2031125
relation 115594423 1305563290 51.4986993 -0.2032192
relation 115594423 1305563292 51.4987064 -0.2032256
relation 115594423 1305563293 51.4986895 -0.2032739
relation 115594423 1305563294 51.4986824 -0.2032675
relation 115594423 1305563295 51.4986604 -0.2033307
relation 115594423 1305563296 51.4986404 -0.2033127
relation 115594423 1305563297 51.4986187 -0.2033225
relation 115594423 1305563298 51.4986059 -0.2033110
relation 115594423 1305563307 51.4986006 -0.2032806
relation 115594423 1305563308 51.4985839 -0.2032656
relation 115594423 1305563309 51.4985891 -0.2032954
relation 115594423 1305563310 51.4985945 -0.2033002
relation 115594423 1305563311 51.4985803 -0.2033407
relation 115594423 1305563312 51.4985746 -0.2033356
relation 115594423 1305563313 51.4985512 -0.2033462
relation 115594423 1305563321 51.4985245 -0.2033221
relation 115594423 1305563322 51.4985167 -0.2032777
relation 115594423 1305563323 51.4985281 -0.2032450
relation 115594423 1305563324 51.4985439 -0.2032379
relation 115594423 1305563325 51.4985042 -0.2032021
relation 115594423 1305563265 51.4985304 -0.2031271
-- http://www.openstreetmap.org/way/117047225 Garden Museum
relation 117047225 1318614689 51.4951132 -0.1203539
relation 117047225 1318614704 51.4948147 -0.1204405
relation 117047225 317182568 51.4947884 -0.1195575
relation 117047225 1318614707 51.4950027 -0.1194903
relation 117047225 1132182377 51.4950422 -0.1198612
relation 117047225 1132182381 51.4951066 -0.1201594
relation 117047225 1132182382 51.4951198 -0.1203081
relation 117047225 1318614689 51.4951132 -0.1203539
-- http://www.openstreetmap.org/way/118906066 Milestones of Flight
relation 118906066 1336630077 51.5980086 -0.2378743
relation 118906066 1336630117 51.5980581 -0.2374970
relation 118906066 2104508713 51.5977905 -0.2374059
relation 118906066 2104508804 51.5978022 -0.2373175
relation 118906066 2104508668 51.5975539 -0.2372330
relation 118906066 2104508694 51.5975409 -0.2373319
relation 118906066 1336630139 51.5973531 -0.2372680
relation 118906066 1336630073 51.5973050 -0.2376348
relation 118906066 1336630077 51.5980086 -0.2378743
-- http://www.openstreetmap.org/way/118906069 RAF Museum
relation 118906069 1336630209 51.5972968 -0.2414897
relation 118906069 2091348269 51.5974275 -0.2414253
relation 118906069 2091348271 51.5975793 -0.2412311
relation 118906069 2091348273 51.5977966 -0.2410300
relation 118906069 1336630125 51.5983944 -0.2404601
relation 118906069 1336630147 51.5987850 -0.2401261
relation 118906069 1336630128 51.5988776 -0.2400402
relation 118906069 2091348275 51.5991325 -0.2398599
relation 118906069 2091348278 51.5995231 -0.2396218
relation 118906069 1336630132 51.5997322 -0.2395352
relation 118906069 1336630150 51.5999207 -0.2379374
relation 118906069 1336630168 51.5999793 -0.2375806
relation 118906069 1336630075 51.5989256 -0.2371504
relation 118906069 1336630173 51.5977236 -0.2368302
relation 118906069 1336630193 51.5967029 -0.2366907
relation 118906069 1336630145 51.5959915 -0.2366514
relation 118906069 1336630198 51.5960454 -0.2373446
relation 118906069 1336630152 51.5960397 -0.2387286
relation 118906069 2091367450 51.5961445 -0.2387240
relation 118906069 1336630104 51.5966520 -0.2387018
relation 118906069 1336630177 51.5966964 -0.2399718
relation 118906069 1336630194 51.5970010 -0.2398430
relation 118906069 1336630209 51.5972968 -0.2414897
-- http://www.openstreetmap.org/way/118906073 Bomber Command Hall
relation 118906073 1336630165 51.5982530 -0.2380282
relation 118906073 1336630110 51.5994405 -0.2384393
relation 118906073 1336630163 51.5995280 -0.2377845
relation 118906073 2104508710 51.5990386 -0.2376150
relation 118906073 2104508683 51.5990240 -0.2377240
relation 118906073 2104508780 51.5988088 -0.2376495
relation 118906073 2104508653 51.5988238 -0.2375371
relation 118906073 1336630161 51.5983410 -0.2373699
relation 118906073 1336630165 51.5982530 -0.2380282
-- http://www.openstreetmap.org/way/118906074 Historic Hangars
relation 118906074 1336630206 51.5982555 -0.2380319
relation 118906074 2104508563 51.5982143 -0.2380176
relation 118906074 2104508749 51.5982202 -0.2379733
relation 118906074 1336630170 51.5980523 -0.2379149
relation 118906074 2104508786 51.5980005 -0.2383009
relation 118906074 2104508733 51.5979623 -0.2382876
relation 118906074 2104508561 51.5979421 -0.2384379
relation 118906074 2104508666 51.5979746 -0.2384493
relation 118906074 1336630188 51.5979217 -0.2388419
relation 118906074 1336630141 51.5981324 -0.2389155
relation 118906074 1336630107 51.5981172 -0.2390280
relation 118906074 1336630119 51.5982697 -0.2390814
relation 118906074 1336630079 51.5982812 -0.2389962
relation 118906074 1336630197 51.5985655 -0.2390957
relation 118906074 1336630200 51.5985545 -0.2391768
relation 118906074 1336630166 51.5989335 -0.2393097
relation 118906074 1336630043 51.5989435 -0.2392354
relation 118906074 1336630179 51.5991108 -0.2392941
relation 118906074 1336630148 51.5991005 -0.2393705
relation 118906074 1336630057 51.5993565 -0.2394604
relation 118906074 2104508572 51.5993853 -0.2392477
relation 118906074 2104508544 51.5993546 -0.2392369
relation 118906074 1336630040 51.5993607 -0.2391921
relation 118906074 1336630223 51.5994480 -0.2392228
relation 118906074 1336630185 51.5995506 -0.2384673
relation 118906074 1336630110 51.5994405 -0.2384393
relation 118906074 1336630041 51.5994134 -0.2384195
relation 118906074 1336630206 51.5982555 -0.2380319
-- http://www.openstreetmap.org/way/118906077 Grahame White Watch Office
relation 118906077 1336630154 51.5964829 -0.2386462
relation 118906077 1336630142 51.5964811 -0.2385329
relation 118906077 1336630189 51.5965094 -0.2385318
relation 118906077 1336630164 51.5965084 -0.2384664
relation 118906077 1336630101 51.5964832 -0.2384674
relation 118906077 1336630182 51.5964816 -0.2383622
relation 118906077 1676675819 51.5964136 -0.2383650
relation 118906077 1676675818 51.5961398 -0.2383794
relation 118906077 2091348281 51.5960637 -0.2383838
relation 118906077 1336630045 51.5960700 -0.2386661
relation 118906077 2104541012 51.5961585 -0.2386610
relation 118906077 2104541119 51.5964063 -0.2386493
relation 118906077 1336630154 51.5964829 -0.2386462
-- http://www.openstreetmap.org/way/120316250 Apsley House
relation 120316250 20947351 51.5033494 -0.1519206
relation 120316250 1961872713 51.5033188 -0.1519033
relation 120316250 1973754625 51.5033504 -0.1517594
relation 120316250 1973754624 51.5033262 -0.1517458
relation 120316250 1973754626 51.5033637 -0.1515751
relation 120316250 1973754628 51.5033814 -0.1515851
relation 120316250 1961939945 51.5034087 -0.1514610
relation 120316250 1973754630 51.5034239 -0.1514696
relation 120316250 1973754631 51.5034266 -0.1514573
relation 120316250 1973754635 51.5035092 -0.1515276
relation 120316250 1973754636 51.5035288 -0.1514367
relation 120316250 1349324847 51.5036642 -0.1515202
relation 120316250 1720872025 51.5036256 -0.1516958
relation 120316250 1720872027 51.5035847 -0.1516727
relation 120316250 1720872021 51.5035445 -0.1518561
relation 120316250 1720872017 51.5035859 -0.1518795
relation 120316250 1349324845 51.5035517 -0.1520352
relation 120316250 20947351 51.5033494 -0.1519206
-- http://www.openstreetmap.org/way/121750021 Wimbledon Museum
relation 121750021 1361991049 51.4350304 -0.2135198
relation 121750021 1361991047 51.4349902 -0.2136850
relation 121750021 1361991045 51.4349651 -0.2137474
relation 121750021 1361991038 51.4349161 -0.2137756
relation 121750021 1361991034 51.4348684 -0.2137736
relation 121750021 1361990974 51.4345419 -0.2135158
relation 121750021 1361990962 51.4344979 -0.2134473
relation 121750021 1361990956 51.4344816 -0.2133607
relation 121750021 1361990959 51.4344942 -0.2132902
relation 121750021 1361990967 51.4345143 -0.2132398
relation 121750021 1361990970 51.4345331 -0.2132237
relation 121750021 1361990979 51.4345645 -0.2131431
relation 121750021 1361991009 51.4347177 -0.2132660
relation 121750021 1361991007 51.4347114 -0.2132902
relation 121750021 1361991040 51.4349186 -0.2134594
relation 121750021 1361991043 51.4349274 -0.2134372
relation 121750021 1361991049 51.4350304 -0.2135198
-- http://www.openstreetmap.org/way/128812567 Royal Institution and Faraday Museum
relation 128812567 1422466344 51.5099107 -0.1426862
relation 128812567 1422466336 51.5095712 -0.1423297
relation 128812567 1422466339 51.5096584 -0.1421260
relation 128812567 2936174036 51.5098062 -0.1422759
relation 128812567 2936174038 51.5098155 -0.1422528
relation 128812567 2936174043 51.5099111 -0.1423597
relation 128812567 2936174047 51.5099721 -0.1424279
relation 128812567 1422466335 51.5099987 -0.1424577
relation 128812567 1422466344 51.5099107 -0.1426862
-- http://www.openstreetmap.org/way/129870347 The Musical Museum
relation 129870347 1432095148 51.4878391 -0.2933637
relation 129870347 1432095149 51.4879337 -0.2931085
relation 129870347 1432095146 51.4878236 -0.2930032
relation 129870347 1432095147 51.4878379 -0.2929646
relation 129870347 1432095145 51.4877765 -0.2929059
relation 129870347 1432095140 51.4876654 -0.2932057
relation 129870347 1432095142 51.4877029 -0.2932415
relation 129870347 1432095141 51.4876891 -0.2932786
relation 129870347 1432095143 51.4877411 -0.2933283
relation 129870347 1432095144 51.4877571 -0.2932853
relation 129870347 1432095148 51.4878391 -0.2933637
-- http://www.openstreetmap.org/way/132133793 Battle of Britain Bunker - RAF Uxbridge
relation 132133793 1454184993 51.5413057 -0.4642757
relation 132133793 1454184968 51.5413491 -0.4648122
relation 132133793 1454184987 51.5410665 -0.4647719
relation 132133793 1454184965 51.5410506 -0.4649071
relation 132133793 1454184960 51.5409806 -0.4650090
relation 132133793 1454184991 51.5408971 -0.4660336
relation 132133793 1454185000 51.5399224 -0.4659368
relation 132133793 567808974 51.5400442 -0.4656041
relation 132133793 567808975 51.5400869 -0.4643938
relation 132133793 1454174730 51.5401813 -0.4642382
relation 132133793 1454174727 51.5402981 -0.4643562
relation 132133793 1454184996 51.5403466 -0.4641400
relation 132133793 1454184957 51.5408953 -0.4642489
relation 132133793 1454185003 51.5412056 -0.4642382
relation 132133793 1454184993 51.5413057 -0.4642757
-- http://www.openstreetmap.org/way/140144139 Museum of London Docklands
relation 140144139 1535410241 51.5077513 -0.0236734
relation 140144139 1535410281 51.5077670 -0.0236692
relation 140144139 1535410302 51.5077297 -0.0233488
relation 140144139 1535410253 51.5077135 -0.0233531
relation 140144139 1535410306 51.5073926 -0.0234378
relation 140144139 1535410273 51.5073823 -0.0234405
relation 140144139 1535410255 51.5074166 -0.0237617
relation 140144139 1535410243 51.5074297 -0.0237558
relation 140144139 2204906387 51.5074453 -0.0239129
relation 140144139 1535410254 51.5074618 -0.0240785
relation 140144139 1535410236 51.5074761 -0.0240748
relation 140144139 258141466 51.5075129 -0.0244009
relation 140144139 1535410290 51.5075537 -0.0243896
relation 140144139 1535410274 51.5077864 -0.0243254
relation 140144139 258141467 51.5078075 -0.0243196
relation 140144139 258141468 51.5077713 -0.0240016
relation 140144139 258141469 51.5077836 -0.0239985
relation 140144139 2204906414 51.5077682 -0.0238436
relation 140144139 1535410241 51.5077513 -0.0236734
-- http://www.openstreetmap.org/way/140327400 Egham Museum
relation 140327400 1537537738 51.4318570 -0.5478010
relation 140327400 1537537748 51.4321870 -0.5479985
relation 140327400 1537537745 51.4321715 -0.5480648
relation 140327400 1537537749 51.4322176 -0.5480924
relation 140327400 1537537747 51.4321826 -0.5482425
relation 140327400 1537537737 51.4318067 -0.5480174
relation 140327400 1537537738 51.4318570 -0.5478010
-- http://www.openstreetmap.org/way/146412246 Brunel Museum
relation 146412246 2921402532 51.5016132 -0.0528570
relation 146412246 2921402533 51.5016331 -0.0528681
relation 146412246 1596837882 51.5016541 -0.0528686
relation 146412246 1596837899 51.5016755 -0.0528574
relation 146412246 1596837878 51.5016933 -0.0528354
relation 146412246 1596837879 51.5017055 -0.0528051
relation 146412246 1596837858 51.5017106 -0.0527699
relation 146412246 1596837895 51.5017082 -0.0527341
relation 146412246 1596837898 51.5016984 -0.0527016
relation 146412246 2921402529 51.5016825 -0.0526762
relation 146412246 2921402530 51.5016622 -0.0526609
relation 146412246 2921402531 51.5016398 -0.0526573
relation 146412246 1596837861 51.5016180 -0.0526660
relation 146412246 1596837900 51.5016003 -0.0526843
relation 146412246 1596837880 51.5015871 -0.0527106
relation 146412246 1596837870 51.5015797 -0.0527422
relation 146412246 1596837891 51.5015789 -0.0527760
relation 146412246 1596837866 51.5015846 -0.0528085
relation 146412246 1596837865 51.5015965 -0.0528365
relation 146412246 2921402532 51.5016132 -0.0528570
-- http://www.openstreetmap.org/way/148707730 Honeywood House
relation 148707730 1617815378 51.3652665 -0.1652656
relation 148707730 1617815475 51.3652372 -0.1652468
relation 148707730 1617815359 51.3652489 -0.1651972
relation 148707730 1617815409 51.3652179 -0.1651784
relation 148707730 1617815387 51.3652138 -0.1651972
relation 148707730 1617815343 51.3651886 -0.1651771
relation 148707730 1617815376 51.3651945 -0.1651570
relation 148707730 1617815351 51.3651769 -0.1651489
relation 148707730 1617815381 51.3651643 -0.1651865
relation 148707730 1617815453 51.3651133 -0.1651476
relation 148707730 1617815377 51.3651250 -0.1651034
relation 148707730 1617815327 51.3651015 -0.1650873
relation 148707730 1617815407 51.3651200 -0.1650243
relation 148707730 1617815341 51.3651384 -0.1650323
relation 148707730 1617815353 51.3651523 -0.1649925
relation 148707730 1617815349 51.3651417 -0.1649800
relation 148707730 1617815339 51.3651501 -0.1649451
relation 148707730 1617815383 51.3651618 -0.1649492
relation 148707730 1617815355 51.3651758 -0.1649040
relation 148707730 1617815337 51.3651945 -0.1649210
relation 148707730 1617815455 51.3652029 -0.1649143
relation 148707730 1617815448 51.3652171 -0.1649223
relation 148707730 1617815361 51.3652213 -0.1649411
relation 148707730 1617815468 51.3652336 -0.1649523
relation 148707730 1617815470 51.3652280 -0.1649733
relation 148707730 1617815319 51.3652369 -0.1649831
relation 148707730 1617815427 51.3652444 -0.1649805
relation 148707730 1617815333 51.3652581 -0.1649934
relation 148707730 1617815472 51.3652590 -0.1650068
relation 148707730 1617815363 51.3652699 -0.1650162
relation 148707730 1617815421 51.3652673 -0.1650310
relation 148707730 1617815357 51.3652958 -0.1650591
relation 148707730 1617815330 51.3653005 -0.1650489
relation 148707730 1617815441 51.3653410 -0.1650859
relation 148707730 1617815411 51.3652888 -0.1652500
relation 148707730 1617815446 51.3652774 -0.1652414
relation 148707730 1617815378 51.3652665 -0.1652656
-- http://www.openstreetmap.org/way/149913507 Otford Heritage Centre
relation 149913507 1628480712 51.3128075 0.1878010
relation 149913507 1628480709 51.3128042 0.1879497
relation 149913507 1628480719 51.3129031 0.1879512
relation 149913507 1628480722 51.3129053 0.1878064
relation 149913507 1628480712 51.3128075 0.1878010
-- http://www.openstreetmap.org/way/151996457 Metropolitan Police Heritage Centre and Gift Shop
relation 151996457 1648278569 51.4864972 -0.1984460
relation 151996457 1648278570 51.4865039 -0.1984173
relation 151996457 1648278568 51.4864969 -0.1984130
relation 151996457 1648278571 51.4865210 -0.1983146
relation 151996457 1648278595 51.4867584 -0.1985523
relation 151996457 1648278592 51.4867413 -0.1985945
relation 151996457 1648278590 51.4867041 -0.1985692
relation 151996457 1648278588 51.4866992 -0.1985790
relation 151996457 1648278574 51.4865716 -0.1984979
relation 151996457 1648278569 51.4864972 -0.1984460
-- http://www.openstreetmap.org/way/156172966 Guildhall Art Gallery
relation 156172966 1312264659 51.5156311 -0.0911259
relation 156172966 1312264560 51.5156073 -0.0910940
relation 156172966 1684549824 51.5155683 -0.0910947
relation 156172966 1312264626 51.5155655 -0.0910648
relation 156172966 794003482 51.5154071 -0.0910777
relation 156172966 1718566768 51.5153884 -0.0911130
relation 156172966 1312264530 51.5153700 -0.0911475
relation 156172966 1312264588 51.5153730 -0.0913459
relation 156172966 1312264655 51.5154013 -0.0913440
relation 156172966 1312264553 51.5154034 -0.0914429
relation 156172966 1312264612 51.5153765 -0.0914479
relation 156172966 1312264523 51.5153854 -0.0916910
relation 156172966 1293215612 51.5154153 -0.0916915
relation 156172966 794003484 51.5154151 -0.0917536
relation 156172966 1684549833 51.5156668 -0.0917598
relation 156172966 1684549832 51.5156636 -0.0915065
relation 156172966 1684549831 51.5156376 -0.0915095
relation 156172966 1312264659 51.5156311 -0.0911259
-- http://www.openstreetmap.org/way/156190525 (http://www.openstreetmap.org/relation/2711501)
2711501 156190525 1625548716 51.5175478 -0.0965685
2711501 156190525 1625548712 51.5175130 -0.0965757
2711501 156190525 2118622467 51.5174788 -0.0965922
2711501 156190525 1625548700 51.5174458 -0.0966235
2711501 156190525 2118622462 51.5174307 -0.0966521
2711501 156190525 1625548698 51.5174095 -0.0966947
2711501 156190525 1625548694 51.5173827 -0.0967752
2711501 156190525 2118622452 51.5173652 -0.0968551
2711501 156190525 1625548696 51.5173621 -0.0969176
2711501 156190525 2118622453 51.5173728 -0.0970062
2711501 156190525 2118622454 51.5173852 -0.0970557
2711501 156190525 2118622456 51.5174030 -0.0971052
2711501 156190525 1625548709 51.5174602 -0.0971662
2711501 156190525 2118622470 51.5175068 -0.0971921
2711501 156190525 1625548714 51.5175557 -0.0971916
2711501 156190525 1625548718 51.5176128 -0.0971675
2711501 156190525 1625548724 51.5176541 -0.0971290
2711501 156190525 1625548720 51.5176727 -0.0971039
2711501 156190525 1684710396 51.5177083 -0.0970469
2711501 156190525 1684710404 51.5177281 -0.0970094
2711501 156190525 1684710406 51.5177408 -0.0969753
2711501 156190525 1684710408 51.5177447 -0.0969143
2711501 156190525 1326821598 51.5178743 -0.0968394
2711501 156190525 1684710452 51.5179875 -0.0967630
2711501 156190525 1684710483 51.5180370 -0.0967743
2711501 156190525 1684710477 51.5180334 -0.0966755
2711501 156190525 20460698 51.5179762 -0.0964370
2711501 156190525 1684710461 51.5180285 -0.0963938
2711501 156190525 1684710464 51.5180327 -0.0960314
2711501 156190525 1684710467 51.5180372 -0.0958879
2711501 156190525 2118622495 51.5182311 -0.0958892
2711501 156190525 2118622494 51.5182144 -0.0957893
2711501 156190525 1684710513 51.5182805 -0.0957509
2711501 156190525 1684710510 51.5182033 -0.0954317
2711501 156190525 1684710492 51.5181376 -0.0951604
2711501 156190525 2118622490 51.5179193 -0.0952975
2711501 156190525 1684710389 51.5176891 -0.0954335
2711501 156190525 2118622478 51.5176092 -0.0954807
2711501 156190525 1684710317 51.5175774 -0.0955006
2711501 156190525 1684710174 51.5175649 -0.0955088
2711501 156190525 2755124802 51.5175446 -0.0955196
2711501 156190525 1684710298 51.5175475 -0.0960893
2711501 156190525 2118622476 51.5175947 -0.0961669
2711501 156190525 1684710364 51.5176588 -0.0962466
2711501 156190525 1684710368 51.5176673 -0.0962689
2711501 156190525 1684710154 51.5175189 -0.0963507
2711501 156190525 1684710309 51.5175676 -0.0965548
2711501 156190525 1625548716 51.5175478 -0.0965685
-- http://www.openstreetmap.org/way/165847989 Blewcoat School
relation 165847989 1773746076 51.4984115 -0.1361236
relation 165847989 1773746065 51.4984090 -0.1359670
relation 165847989 1773746069 51.4982721 -0.1359727
relation 165847989 1773746067 51.4982746 -0.1361292
relation 165847989 1773746076 51.4984115 -0.1361236
-- http://www.openstreetmap.org/way/165902158 Battle of Britain Bunker
relation 165902158 1774105086 51.5404713 -0.4645814
relation 165902158 1774105107 51.5404363 -0.4646243
relation 165902158 1774105193 51.5404730 -0.4647021
relation 165902158 1774105174 51.5405247 -0.4646136
relation 165902158 1774105128 51.5405014 -0.4645626
relation 165902158 1774105086 51.5404713 -0.4645814
-- http://www.openstreetmap.org/way/174651219 Dairy Wing
relation 174651219 1853048566 51.5721958 0.0659824
relation 174651219 1853048535 51.5721606 0.0662385
relation 174651219 1853048430 51.5721008 0.0662172
relation 174651219 1853048456 51.5721361 0.0659612
relation 174651219 1853048566 51.5721958 0.0659824
-- http://www.openstreetmap.org/way/176312585 The Sherlock Holmes Museum
relation 176312585 1868558238 51.5237937 -0.1584639
relation 176312585 1868558234 51.5237457 -0.1584418
relation 176312585 2408361184 51.5237454 -0.1584435
relation 176312585 1868558220 51.5237264 -0.1585463
relation 176312585 1868558236 51.5237744 -0.1585686
relation 176312585 2408361185 51.5237933 -0.1584657
relation 176312585 1868558238 51.5237937 -0.1584639
-- http://www.openstreetmap.org/way/181770911 William Morris Gallery
relation 181770911 1436322905 51.5912158 -0.0201117
relation 181770911 1872509838 51.5912043 -0.0201227
relation 181770911 1872509834 51.5911987 -0.0201425
relation 181770911 1872509832 51.5911980 -0.0201702
relation 181770911 1872509837 51.5912063 -0.0201910
relation 181770911 1872510832 51.5912006 -0.0202363
relation 181770911 1872509836 51.5911958 -0.0202740
relation 181770911 1872509833 51.5911814 -0.0202857
relation 181770911 1872509844 51.5911725 -0.0203098
relation 181770911 1872509843 51.5911750 -0.0203346
relation 181770911 1872509845 51.5911857 -0.0203534
relation 181770911 1436322900 51.5911679 -0.0204939
relation 181770911 1436322892 51.5912474 -0.0205212
relation 181770911 1436322934 51.5912432 -0.0205594
relation 181770911 1872509831 51.5913078 -0.0205800
relation 181770911 1436322936 51.5913088 -0.0205795
relation 181770911 1436322949 51.5913635 -0.0201648
relation 181770911 1922000433 51.5913797 -0.0201706
relation 181770911 1922000436 51.5914012 -0.0200156
relation 181770911 1922000425 51.5912373 -0.0199567
relation 181770911 1436322905 51.5912158 -0.0201117
-- http://www.openstreetmap.org/way/182395637 Ragged School Museum
relation 182395637 1927425605 51.5188907 -0.0358491
relation 182395637 1927425608 51.5189052 -0.0356105
relation 182395637 1927425602 51.5185492 -0.0355737
relation 182395637 1927425605 51.5188907 -0.0358491
-- http://www.openstreetmap.org/way/183090506 National Maritime Museum
relation 183090506 2460574214 51.4806316 -0.0055385
relation 183090506 123643008 51.4811303 -0.0059684
relation 183090506 123643010 51.4811816 -0.0058150
relation 183090506 123643011 51.4810565 -0.0057071
relation 183090506 123643013 51.4810820 -0.0056306
relation 183090506 123643015 51.4811539 -0.0056925
relation 183090506 2541359479 51.4812109 -0.0055220
relation 183090506 123643016 51.4812726 -0.0053374
relation 183090506 123643017 51.4812025 -0.0052769
relation 183090506 2460574239 51.4812407 -0.0051625
relation 183090506 2460574240 51.4813068 -0.0052195
relation 183090506 123643018 51.4812952 -0.0052542
relation 183090506 123643020 51.4813631 -0.0053128
relation 183090506 123643021 51.4814320 -0.0051067
relation 183090506 2460574244 51.4813579 -0.0050428
relation 183090506 2460574243 51.4813445 -0.0050828
relation 183090506 2460574237 51.4810126 -0.0047967
relation 183090506 2460574238 51.4810226 -0.0047667
relation 183090506 2460574236 51.4809589 -0.0047118
relation 183090506 2460574235 51.4809475 -0.0047459
relation 183090506 123643022 51.4808752 -0.0046836
relation 183090506 123643038 51.4807898 -0.0046099
relation 183090506 2460574226 51.4807060 -0.0045377
relation 183090506 2460574227 51.4807192 -0.0044983
